step,inputs/demo_proportion,inputs/low_dim_state_mean,inputs/low_dim_state_min,inputs/low_dim_state_max,inputs/timeouts,QAttentionAgent_layer0/losses/total_loss,QAttentionAgent_layer0/losses/trans_loss,QAttentionAgent_layer0/losses/rot_grip_col_loss,replay0/add_count,replay0/size,replay/replay_ratio,replay/update_to_insert_ratio,monitoring/sample_time_per_item,monitoring/train_time_per_item,monitoring/memory_gb,monitoring/cpu_percent
2900,1.0,0.3433109521865845,0.0,1.0,0.0,10.287080764770508,6.3433122634887695,3.9437689781188965,273611,273611,46400000000.0,2900000000.0,0.012014999985694885,0.11171287298202515,23.168974848,44.926249999999996
3000,1.0,0.2989234924316406,0.0,1.0,0.0,11.21796989440918,7.203796863555908,4.01417350769043,273611,273611,48000000000.0,3000000000.0,0.011451825499534607,0.11230684816837311,23.627546624,44.896249999999995
3100,1.0,0.2491767257452011,0.0,1.0,0.0,12.053179740905762,7.727574348449707,4.325605392456055,273611,273611,49600000000.0,3100000000.0,0.012079641222953796,0.11163099110126495,24.101912576,44.56
3200,1.0,0.3331131935119629,0.0,1.0,0.0,9.256706237792969,5.249306678771973,4.00739860534668,273611,273611,51200000000.0,3200000000.0,0.012261733412742615,0.1114746630191803,24.480567296,44.285000000000004
3300,1.0,0.28209438920021057,0.0,1.0,0.0,10.998218536376953,6.509389877319336,4.488828182220459,273611,273611,52800000000.0,3300000000.0,0.013292759656906128,0.11288371682167053,24.990810112000002,44.45125
3400,1.0,0.27140897512435913,0.0,1.0,0.0,8.578752517700195,4.679032802581787,3.899719476699829,273611,273611,54400000000.0,3400000000.0,0.012071549892425537,0.1113695353269577,25.467490304000002,44.47625
3500,1.0,0.23757952451705933,-0.8333333134651184,1.0,0.0,10.683764457702637,6.499936103820801,4.183828353881836,273611,273611,56000000000.0,3500000000.0,0.013916075229644775,0.11196039617061615,25.882587136,44.165
3600,1.0,0.2704457640647888,-0.6666666865348816,1.0,0.0,9.423206329345703,5.599342346191406,3.8238637447357178,273611,273611,57600000000.0,3600000000.0,0.011645659804344177,0.11177890002727509,26.326536192000003,44.75625
3700,1.0,0.30682462453842163,0.0,1.0,0.0,9.654436111450195,6.096261024475098,3.5581746101379395,273611,273611,59200000000.0,3700000000.0,0.011856868863105774,0.1122131198644638,26.757644288,43.665
3800,1.0,0.30379876494407654,0.0,1.0,0.0,9.920064926147461,6.075141906738281,3.844923257827759,273611,273611,60800000000.0,3800000000.0,0.012366831302642822,0.11185029149055481,27.251109888000002,43.89375
3900,1.0,0.36572930216789246,0.0,1.0,0.0,9.757214546203613,6.766800403594971,2.9904141426086426,273611,273611,62400000000.0,3900000000.0,0.010764703154563904,0.11207503080368042,27.737251840000003,43.86875
4000,1.0,0.33293265104293823,0.0,1.0,0.0,8.277664184570312,4.783125877380371,3.4945387840270996,273611,273611,64000000000.0,4000000000.0,0.011233031749725342,0.12082375586032867,28.164395008000003,43.67875
4100,1.0,0.3743308484554291,0.0,1.0,0.0,10.72669792175293,6.958487033843994,3.7682111263275146,273611,273611,65600000000.0,4100000000.0,0.012245848774909973,0.11247307062149048,28.59608064,42.864999999999995
4200,1.0,0.29997873306274414,0.0,1.0,0.0,8.132156372070312,4.953646659851074,3.17850923538208,273611,273611,67200000000.0,4200000000.0,0.01282443106174469,0.11494365334510803,29.094240256000003,43.61125
4300,1.0,0.3077067732810974,0.0,1.0,0.0,10.849846839904785,6.924709320068359,3.925137758255005,273611,273611,68800000000.0,4300000000.0,0.011756837368011475,0.11200714111328125,29.513863168,34.7475
4400,1.0,0.2931167185306549,-0.5833333134651184,1.0,0.0,10.601556777954102,6.546785831451416,4.054771423339844,273611,273611,70400000000.0,4400000000.0,0.012216269969940186,0.1120939701795578,30.042947584,43.62
4500,1.0,0.2835206985473633,-0.3333333432674408,1.0,0.0,9.758121490478516,6.3749165534973145,3.383204698562622,273611,273611,72000000000.0,4500000000.0,0.011637598276138306,0.11196152865886688,30.44868096,43.55
4600,1.0,0.2602657079696655,0.0,1.0,0.0,8.104731559753418,4.746392250061035,3.358339309692383,273611,273611,73600000000.0,4600000000.0,0.01298561692237854,0.11219345033168793,30.928093184,42.0675
4700,1.0,0.24026145040988922,0.0,1.0,0.0,9.627288818359375,6.0561065673828125,3.5711827278137207,273611,273611,75200000000.0,4700000000.0,0.011640459299087524,0.11149206757545471,31.341715456000003,37.10125
4800,1.0,0.3095811903476715,0.0,1.0,0.0,8.495588302612305,5.155425548553467,3.340162754058838,273611,273611,76800000000.0,4800000000.0,0.013473868370056152,0.11364328861236572,31.780298752,40.292500000000004
4900,1.0,0.2627193033695221,-0.4166666567325592,1.0,0.0,7.492550849914551,4.3781585693359375,3.1143927574157715,273611,273611,78400000000.0,4900000000.0,0.012066245079040527,0.11177778244018555,32.202518528,43.32625
5000,1.0,0.33836185932159424,0.0,1.0,0.0,7.214456558227539,4.090152740478516,3.1243038177490234,273611,273611,80000000000.0,5000000000.0,0.012261182069778442,0.11172661185264587,32.681713664,42.41875
5100,1.0,0.30782291293144226,-0.5,1.0,0.0,8.680776596069336,4.318233966827393,4.362542152404785,273611,273611,81600000000.0,5100000000.0,0.012310832738876343,0.11147482693195343,33.135489024,38.68625
5200,1.0,0.2977030873298645,-0.0833333358168602,1.0,0.0,8.266672134399414,4.998729705810547,3.2679426670074463,273611,273611,83200000000.0,5200000000.0,0.01155640184879303,0.11134149134159088,33.592598528,43.04625
5300,1.0,0.29581689834594727,-0.0833333358168602,1.0,0.0,7.462467193603516,4.297826766967773,3.1646409034729004,273611,273611,84800000000.0,5300000000.0,0.013000130653381348,0.11110427975654602,34.067709952,35.03125
5400,1.0,0.3503631353378296,0.0,1.0,0.0,8.313720703125,4.8179521560668945,3.495767593383789,273611,273611,86400000000.0,5400000000.0,0.012346401810646057,0.11178246140480042,34.52194816,42.03625
5500,1.0,0.2735697329044342,0.0,1.0,0.0,7.53084659576416,4.682795524597168,2.8480515480041504,273611,273611,88000000000.0,5500000000.0,0.011749401688575745,0.11186856031417847,34.92143104,42.91875
5600,1.0,0.24964562058448792,0.0,1.0,0.0,6.660329341888428,3.847111225128174,2.813218116760254,273611,273611,89600000000.0,5600000000.0,0.012551367282867432,0.11193634569644928,35.431047168,27.75625
5700,1.0,0.3797038197517395,0.0,1.0,0.0,9.248443603515625,5.875996112823486,3.3724467754364014,273611,273611,91200000000.0,5700000000.0,0.012242764234542847,0.11158719658851624,35.85017856,42.208749999999995
5800,1.0,0.2964949309825897,0.0,1.0,0.0,7.174063682556152,4.419095039367676,2.7549686431884766,273611,273611,92800000000.0,5800000000.0,0.011331945657730103,0.11167885363101959,36.315164672,42.353750000000005
5900,1.0,0.3061125576496124,0.0,1.0,0.0,7.880960941314697,4.6054229736328125,3.2755379676818848,273611,273611,94400000000.0,5900000000.0,0.012390896677970886,0.11118775606155396,36.826415104000006,42.705
6000,1.0,0.32670363783836365,0.0,1.0,0.0,9.458526611328125,5.787335395812988,3.6711902618408203,273611,273611,96000000000.0,6000000000.0,0.012911900877952576,0.11168883740901947,37.193756672,42.46875
6100,1.0,0.3214583396911621,0.0,1.0,0.0,7.22780179977417,4.021936416625977,3.2058653831481934,273611,273611,97600000000.0,6100000000.0,0.012019678950309753,0.11180630326271057,37.696987136000004,39.833749999999995
6200,1.0,0.324898898601532,0.0,1.0,0.0,7.968503952026367,5.403619766235352,2.5648841857910156,273611,273611,99200000000.0,6200000000.0,0.014078915119171143,0.11146317422389984,38.097002496,42.3175
6300,1.0,0.3211713135242462,0.0,1.0,0.0,8.912582397460938,5.499786853790283,3.412795305252075,273611,273611,100800000000.0,6300000000.0,0.011618897318840027,0.11148443818092346,38.5742848,41.74125
6400,1.0,0.3257913589477539,0.0,1.0,0.0,8.213529586791992,4.60463809967041,3.608891248703003,273611,273611,102400000000.0,6400000000.0,0.011518284678459167,0.11191175878047943,39.047237632000005,41.68125
6500,1.0,0.33860623836517334,0.0,1.0,0.0,7.5052595138549805,4.279569625854492,3.2256903648376465,273611,273611,104000000000.0,6500000000.0,0.01225346326828003,0.11162488162517548,39.501062144,42.19625
6600,1.0,0.3712800443172455,0.0,1.0,0.0,8.89657974243164,5.923765182495117,2.9728143215179443,273611,273611,105600000000.0,6600000000.0,0.012379109859466553,0.11202707886695862,39.934169088000004,42.06
6700,1.0,0.3081699013710022,0.0,1.0,0.0,9.31611442565918,4.995544910430908,4.32056999206543,273611,273611,107200000000.0,6700000000.0,0.01215331256389618,0.11213910579681396,40.379858944000006,41.89375
6800,1.0,0.3210872411727905,-0.5,1.0,0.0,6.47056770324707,3.0404958724975586,3.4300718307495117,273611,273611,108800000000.0,6800000000.0,0.011666223406791687,0.1113540530204773,40.8512512,41.3825
6900,1.0,0.2838188409805298,0.0,1.0,0.0,7.92440128326416,4.342855453491211,3.581545829772949,273611,273611,110400000000.0,6900000000.0,0.012720614671707153,0.11430323123931885,41.337851904000004,41.045
7000,1.0,0.31289783120155334,0.0,1.0,0.0,8.008954048156738,4.5818328857421875,3.427121639251709,273611,273611,112000000000.0,7000000000.0,0.011833354830741882,0.11125576496124268,41.783865344000006,41.417500000000004
7100,1.0,0.29836711287498474,0.0,1.0,0.0,6.524730205535889,3.894711971282959,2.6300182342529297,273611,273611,113600000000.0,7100000000.0,0.011701464653015137,0.111763596534729,42.263355392,41.30375
7200,1.0,0.2583770155906677,0.0,1.0,0.0,7.6682868003845215,4.551037788391113,3.117249011993408,273611,273611,115200000000.0,7200000000.0,0.011422351002693176,0.11180052161216736,42.627776512000004,34.8975
7300,1.0,0.32953840494155884,0.0,1.0,0.0,6.085718154907227,3.196072578430176,2.889645576477051,273611,273611,116800000000.0,7300000000.0,0.01235567033290863,0.11136707663536072,43.105771520000005,40.7625
7400,1.0,0.3068395256996155,-0.5833333134651184,1.0,0.0,7.561485767364502,4.700505256652832,2.86098051071167,273611,273611,118400000000.0,7400000000.0,0.013990655541419983,0.11184875667095184,43.580301312,40.87
7500,1.0,0.2761630415916443,-0.25,1.0,0.0,9.842864990234375,5.940779685974121,3.902085065841675,273611,273611,120000000000.0,7500000000.0,0.012502655386924744,0.11138808727264404,43.9907328,34.5175
7600,1.0,0.2417294681072235,0.0,1.0,0.0,6.645656108856201,3.000412940979004,3.6452434062957764,273611,273611,121600000000.0,7600000000.0,0.012835860252380371,0.11144284904003143,44.473540608,40.92375
7700,1.0,0.2873920798301697,0.0,1.0,0.0,6.447078704833984,3.3269338607788086,3.120144844055176,273611,273611,123200000000.0,7700000000.0,0.013021573424339294,0.11144724488258362,44.946604032,41.28375
7800,1.0,0.3009454309940338,0.0,1.0,0.0,5.624194145202637,3.3184099197387695,2.305784225463867,273611,273611,124800000000.0,7800000000.0,0.01175755262374878,0.11157119274139404,45.37522176,41.21625
7900,1.0,0.2713105082511902,0.0,1.0,0.0,7.151488780975342,4.031044006347656,3.1204447746276855,273611,273611,126400000000.0,7900000000.0,0.012157440185546875,0.11215727031230927,45.854470144000004,40.90625
8000,1.0,0.3195013999938965,0.0,1.0,0.0,7.1651716232299805,3.2792489528656006,3.8859219551086426,273611,273611,128000000000.0,8000000000.0,0.012309417128562927,0.11182892322540283,46.291943424,40.6375
8100,1.0,0.29602134227752686,0.0,1.0,0.0,8.00475788116455,4.364928245544434,3.639829635620117,273611,273611,129600000000.0,8100000000.0,0.012502089142799377,0.1113591343164444,46.713511936,41.08875
8200,1.0,0.31813567876815796,0.0,1.0,0.0,6.731362342834473,4.095244884490967,2.6361172199249268,273611,273611,131200000000.0,8200000000.0,0.01185290515422821,0.11153104901313782,47.201071104,39.04875
8300,1.0,0.2388884425163269,0.0,1.0,0.0,7.821596622467041,4.316712379455566,3.5048842430114746,273611,273611,132800000000.0,8300000000.0,0.012259751558303833,0.11166247725486755,47.63203584,40.915
8400,1.0,0.26444026827812195,0.0,1.0,0.0,8.87216854095459,4.389613151550293,4.482555389404297,273611,273611,134400000000.0,8400000000.0,0.011570513248443604,0.1117272824048996,48.143835136,39.478750000000005
8500,1.0,0.3023710250854492,0.0,1.0,0.0,8.698528289794922,5.445743560791016,3.2527852058410645,273611,273611,136000000000.0,8500000000.0,0.013154223561286926,0.11143159866333008,48.618594304000005,39.769999999999996
8600,1.0,0.25651028752326965,0.0,1.0,0.0,8.298786163330078,4.009502410888672,4.289283752441406,273611,273611,137600000000.0,8600000000.0,0.013970762491226196,0.11176450550556183,48.998666240000006,39.302499999999995
8700,1.0,0.37989774346351624,0.0,1.0,0.0,7.431072235107422,4.238086700439453,3.1929855346679688,273611,273611,139200000000.0,8700000000.0,0.011994048953056335,0.11196237802505493,49.471401984,39.572500000000005
8800,1.0,0.3130267858505249,-0.4166666567325592,1.0,0.0,6.5496344566345215,3.3321287631988525,3.217505931854248,273611,273611,140800000000.0,8800000000.0,0.012603938579559326,0.11313240230083466,49.958363136,40.089999999999996
8900,1.0,0.2978718876838684,-0.1666666716337204,1.0,0.0,8.288252830505371,4.626724720001221,3.661527633666992,273611,273611,142400000000.0,8900000000.0,0.013541772961616516,0.111578568816185,50.392956928000004,36.853750000000005
9000,1.0,0.288345605134964,0.0,1.0,0.0,7.1405839920043945,3.9456586837768555,3.194925546646118,273611,273611,144000000000.0,9000000000.0,0.011030793190002441,0.11256641149520874,50.865913856000006,39.614999999999995
9100,1.0,0.3115903437137604,0.0,1.0,0.0,7.430306434631348,4.217244625091553,3.213061809539795,273611,273611,145600000000.0,9100000000.0,0.012139156460762024,0.11548410356044769,51.314827264,39.5475
9200,1.0,0.34366685152053833,-0.25,1.0,0.0,7.462456226348877,3.6878573894500732,3.7745985984802246,273611,273611,147200000000.0,9200000000.0,0.012813717126846313,0.11208982765674591,51.803660288,39.74875
9300,1.0,0.2603074908256531,-0.4166666567325592,1.0,0.0,8.361347198486328,5.514861106872559,2.8464860916137695,273611,273611,148800000000.0,9300000000.0,0.012924030423164368,0.11149181425571442,52.23708672,39.42875
9400,1.0,0.256420373916626,0.0,1.0,0.0,7.470263957977295,4.498529434204102,2.9717345237731934,273611,273611,150400000000.0,9400000000.0,0.01124507188796997,0.1123463362455368,52.729249792000005,39.3625
9500,1.0,0.2774810791015625,0.0,1.0,0.0,6.872039794921875,3.6361136436462402,3.2359261512756348,273611,273611,152000000000.0,9500000000.0,0.011318057775497437,0.1122414767742157,53.16345036800001,40.545
9600,1.0,0.396655797958374,0.0,1.0,0.0,7.530206680297852,4.184513568878174,3.3456931114196777,273611,273611,153600000000.0,9600000000.0,0.011102959513664246,0.11162541806697845,53.613568,39.84625
9700,1.0,0.2844048738479614,0.0,1.0,0.0,5.959429740905762,3.313714027404785,2.6457152366638184,273611,273611,155200000000.0,9700000000.0,0.011721670627593994,0.11167359352111816,54.087151616,39.55375
9800,1.0,0.3144960105419159,0.0,1.0,0.0,7.67910099029541,4.289897918701172,3.38920259475708,273611,273611,156800000000.0,9800000000.0,0.011705920100212097,0.11213047802448273,54.482685952000004,39.77625
9900,1.0,0.3047909736633301,0.0,1.0,0.0,5.983110427856445,3.283296585083008,2.6998140811920166,273611,273611,158400000000.0,9900000000.0,0.011857718229293823,0.11300820112228394,54.95477862400001,31.128750000000004
10000,1.0,0.3282838463783264,0.0,1.0,0.0,7.808990955352783,4.105921268463135,3.7030699253082275,273611,273611,160000000000.0,10000000000.0,0.012381747364997864,0.11289557814598083,55.383887872,39.160000000000004
10100,1.0,0.29429376125335693,-0.1666666716337204,1.0,0.0,8.173744201660156,4.842292785644531,3.3314507007598877,273611,273611,161600000000.0,10100000000.0,0.013442963361740112,0.11228477954864502,55.885545472000004,39.27625
10200,1.0,0.2889932692050934,0.0,1.0,0.0,6.869009971618652,3.9608850479125977,2.908125400543213,273611,273611,163200000000.0,10200000000.0,0.010629519820213318,0.11161908507347107,56.263340032,39.53125
10300,1.0,0.3083939850330353,0.0,1.0,0.0,5.824509620666504,2.7085747718811035,3.1159350872039795,273611,273611,164800000000.0,10300000000.0,0.011375576257705688,0.11188057065010071,56.770158592,39.64
10400,1.0,0.247142493724823,0.0,1.0,0.0,7.415628433227539,4.4248552322387695,2.9907729625701904,273611,273611,166400000000.0,10400000000.0,0.011943146586418152,0.11217942833900452,57.18502195200001,39.47
10500,1.0,0.3593454957008362,0.0,1.0,0.0,8.781203269958496,4.404759883880615,4.376442909240723,273611,273611,168000000000.0,10500000000.0,0.01057790219783783,0.11390160024166107,57.700241408000004,39.435
10600,1.0,0.2757890820503235,0.0,1.0,0.0,7.622747898101807,4.555386543273926,3.06736159324646,273611,273611,169600000000.0,10600000000.0,0.013097554445266724,0.11172120273113251,58.119180288,39.35625
10700,1.0,0.3027327060699463,-0.0833333358168602,1.0,0.0,6.921037673950195,3.8530871868133545,3.067950963973999,273611,273611,171200000000.0,10700000000.0,0.011331245303153992,0.11205701529979706,58.595794944000005,39.12625
10800,1.0,0.2929140627384186,0.0,1.0,0.0,6.341899871826172,3.6877644062042236,2.6541354656219482,273611,273611,172800000000.0,10800000000.0,0.011332899332046509,0.11293523013591766,59.034845184000005,36.17875
10900,1.0,0.3515926003456116,0.0,1.0,0.0,8.349893569946289,4.436651229858398,3.9132425785064697,273611,273611,174400000000.0,10900000000.0,0.011863768100738525,0.11185543239116669,59.430440960000006,35.915
11000,1.0,0.323432594537735,0.0,1.0,0.0,6.400341510772705,3.4813647270202637,2.9189770221710205,273611,273611,176000000000.0,11000000000.0,0.010618478059768677,0.11180242896080017,59.94368204800001,39.09625
11100,1.0,0.30060601234436035,0.0,1.0,0.0,7.375253200531006,4.4437408447265625,2.9315123558044434,273611,273611,177600000000.0,11100000000.0,0.011970773339271545,0.11216297745704651,60.339441664000006,39.402499999999996
11200,1.0,0.29341965913772583,0.0,1.0,0.0,5.588653564453125,2.8032398223876953,2.785414218902588,273611,273611,179200000000.0,11200000000.0,0.011634215712547302,0.11186078190803528,60.817825792,39.15875
11300,1.0,0.2801339626312256,0.0,1.0,0.0,6.4532670974731445,3.7167205810546875,2.7365469932556152,273611,273611,180800000000.0,11300000000.0,0.012543484568595886,0.11206746101379395,61.293256704,38.91875
11400,1.0,0.33105504512786865,0.0,1.0,0.0,6.35132360458374,4.226487159729004,2.1248366832733154,273611,273611,182400000000.0,11400000000.0,0.011070773005485535,0.11187073588371277,61.752360960000004,38.910000000000004
11500,1.0,0.3464491367340088,0.0,1.0,0.0,5.178240776062012,2.6540379524230957,2.524203062057495,273611,273611,184000000000.0,11500000000.0,0.010058417916297913,0.11218532919883728,62.143860736,39.07625
11600,1.0,0.3483958840370178,0.0,1.0,0.0,5.9077558517456055,3.13849139213562,2.7692642211914062,273611,273611,185600000000.0,11600000000.0,0.01235109567642212,0.11150228977203369,62.67337113600001,38.86
11700,1.0,0.33999282121658325,0.0,1.0,0.0,7.557884216308594,4.42229700088501,3.135586977005005,273611,273611,187200000000.0,11700000000.0,0.010084927082061768,0.11112919449806213,63.123431424,38.7975
11800,1.0,0.33059486746788025,0.0,1.0,0.0,5.413382530212402,3.3977808952331543,2.015601634979248,273611,273611,188800000000.0,11800000000.0,0.010995358228683472,0.1114988625049591,63.561433088,38.79625
11900,1.0,0.21719521284103394,-0.4166666567325592,1.0,0.0,6.689489364624023,4.002405166625977,2.687084197998047,273611,273611,190400000000.0,11900000000.0,0.011621549725532532,0.11163091659545898,64.02908979200001,36.24875
12000,1.0,0.3277949094772339,0.0,1.0,0.0,6.10369873046875,3.5419297218322754,2.5617690086364746,273611,273611,192000000000.0,12000000000.0,0.01034557819366455,0.11149387061595917,64.49621811200001,33.45125
12100,1.0,0.3766336739063263,0.0,1.0,0.0,6.448835849761963,3.1220510005950928,3.326785087585449,273611,273611,193600000000.0,12100000000.0,0.01302163302898407,0.11169537901878357,64.937975808,33.805
12200,1.0,0.32336241006851196,0.0,1.0,0.0,5.349039077758789,2.198072671890259,3.1509666442871094,273611,273611,195200000000.0,12200000000.0,0.012569189071655273,0.11099216341972351,65.427570688,38.38
12300,1.0,0.2924354076385498,0.0,1.0,0.0,5.340065002441406,2.8021020889282227,2.5379629135131836,273611,273611,196800000000.0,12300000000.0,0.011456742882728577,0.11240774393081665,65.84469504,38.04875
12400,1.0,0.3333355188369751,0.0,1.0,0.0,6.226787567138672,3.2673373222351074,2.9594502449035645,273611,273611,198400000000.0,12400000000.0,0.011320099234580994,0.11153578758239746,66.33455206400001,38.472500000000004
12500,1.0,0.2654258906841278,0.0,1.0,0.0,6.112853527069092,3.3989694118499756,2.713883876800537,273611,273611,200000000000.0,12500000000.0,0.012094587087631226,0.11234669387340546,66.806853632,38.246249999999996
12600,1.0,0.3485564589500427,0.0,1.0,0.0,7.787830352783203,4.402263641357422,3.385566234588623,273611,273611,201600000000.0,12600000000.0,0.012699231505393982,0.11188781261444092,67.24515430400001,37.99375
12700,1.0,0.28316327929496765,0.0,1.0,0.0,6.15186071395874,3.059337854385376,3.0925233364105225,273611,273611,203200000000.0,12700000000.0,0.012642636895179749,0.11111330986022949,67.697782784,37.995
12800,1.0,0.31261342763900757,0.0,1.0,0.0,6.1525068283081055,3.550869941711426,2.6016368865966797,273611,273611,204800000000.0,12800000000.0,0.010448575019836426,0.11164692044258118,68.131217408,38.04875
